,Name,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
7061,Accounts & Finance Executive,Andheri,Full Time,Accounting & Taxation Department,4 Dec 2021,5.0,4.0,4.0,5.0,4.0,5.0,5.0,suppurative mahaveer for grow and learning,good management they will search and allocate the projects for the people s who are in bench they will not prefer to remove the employees from company
7062,Technical Author,Bengaluru,Full Time,Transportation Department,1 Oct 2020,5.0,4.0,3.0,4.0,4.0,5.0,3.0,there is too much of workload more then 10hrs of working in most of the days politics not recognising effort of resources always preference to the same state same language people,well designed surrounding with regular maintenance and under all safety measures which makes me feel secured to work without anything bothering a very good platform to gain knowledge with suppurative co workers
7063,Service Engineer,Tamil Nadu,Full Time,Production & Manufacturing Department,4 Aug 2020,3.0,3.0,3.0,2.0,4.0,4.0,4.0,being service engineer i expect some respect from my colleagues which i don t find it very less knowledge about basic professional ethics among employees,job is secured but growth wise very bad
7064,"Executive HR ,IR And Admin",Mhow Indore,,Accounting & Taxation Department,0 Apr 2021,4.0,1.0,2.0,3.0,5.0,2.0,3.0,no self development,i like the way they teach to learner company environment
7065,Purchase Coordinator,Ahmadnagar,,Procurement & Purchase Department,3 Jan 2021,3.0,2.0,3.0,2.0,2.0,3.0,3.0,in this company there is chance of incitement in payment of those staff who actually works harder for company growth,very daring culture place to enjoy the work
7066,Deputy General Manager MEP,Mumbai,,Accounting & Taxation Department,3 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,everything is process tormented,good
7067,Civil Site Engineer,Navi Mumbai,,Engineering & Manufacturing Department,4 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,nothing,yes it s a good company
7068,Qa Qc Engineer,Navi Mumbai,,Production & Manufacturing Department,2 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,no dislikes it s very good organisation,construction line
7070,Accounts And Finance Executive,Mumbai,Full Time,Accounting & Taxation Department,2 Jun 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,work life balance,profile
7071,Senior Ehs Officer,Lanjigrah,Intern,Community Health & Safety Department,9 Jul 2021,5.0,5.0,4.0,5.0,5.0,5.0,5.0,good working environment and culture,great company policies work culture is excellent opportunities to expel
7072,Ex Cluster Head -Delhi Region (RCBU) L&T Ltd.,Faridabad,,Construction Engineering Department,9 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not much disliking,it s trusted
7073,Senior Engineer,Hyderabad/Secunderabad,,Data Science & Machine Learning Department,0 Apr 2021,5.0,4.0,5.0,5.0,5.0,5.0,5.0,workaholic people will love it,career development policy may need to implement for in department
7074,Manager Ir,Deogarh,,Employee Relations Department,8 Apr 2021,5.0,3.0,4.0,3.0,4.0,4.0,3.0,good,over all good company to work but the work what you do really matters
7075,Design Engineer Mechanical,Bangalore Rural,,Engineering & Manufacturing Department,7 Jan 2021,3.0,3.0,3.0,3.0,3.0,3.0,3.0,it would be good if l t recognise good working employees and give opportunities further to escape their career,good for knowledge degradation
7076,Expeditor,,,Engineering Department,2 Nov 2019,1.0,3.0,3.0,1.0,1.0,4.0,3.0,very good work place,nothing
7082,Head - Design Co-ordination,Bangalore,Full Time,Construction Engineering Department,2 May 2019,5.0,3.0,5.0,5.0,5.0,4.0,5.0,best infrastructure development company allows freedom to work ample learning opportunities job is secured if u work sincerely compensation is comparable to best in the industry,only one problem u have long working hours and frequent transfers depending on project duration
7083,Scaffoding Inspector,Barmer,Full Time,Accounting & Taxation Department,6 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,good familiar staff,job location far from home
7084,Assistant Manager Ehs,Prayagraj,Full Time,Construction Engineering Department,6 Mar 2021,4.0,1.0,4.0,4.0,3.0,4.0,4.0,salary on time,work life balance no time to go home
7085,Assistant Project Manager,Mahape,Full Time,Construction / Manufacturing Department,9 Apr 2021,5.0,4.0,4.0,4.0,5.0,4.0,5.0,management is very good salary is coming on time,best thing is that we don t have night shift for female employees
7086,Engineer,MANYATA TECH PARK,,Quality Assurance and Testing Department,4 Apr 2021,4.0,5.0,5.0,3.0,5.0,5.0,5.0,salary likes,job security
7087,Manager,Mumbai,,Management Consulting Department,5 Apr 2021,3.0,2.0,3.0,1.0,5.0,1.0,1.0,compensation and benefits,good culture and working environment
7088,Supervisor,Dhanbad,,HR Operations Department,0 Jun 2021,4.0,4.0,2.0,4.0,5.0,5.0,5.0,learning is more and growth is very much,some time workload is so much
7089,Ndt Engineer,"Baroda,Gujrat",,Production & Manufacturing Department,2 Apr 2021,5.0,4.0,5.0,4.0,5.0,4.0,5.0,good managing in could 19 every time learn,nothing
7090,Electrical Qc Technician,Ahmadnagar,,Accounting & Taxation Department,6 Apr 2021,5.0,4.0,4.0,3.0,4.0,4.0,5.0,l t safety good,poor housekeeping
7092,Senior Mep Engineer,Navi Mumbai,Full Time,Construction Engineering Department,3 Jul 2021,4.0,1.0,4.0,4.0,1.0,3.0,1.0,hi,hi
7093,Supervisory Service Engineer,Hapur,Intern,Construction Engineering Department,6 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,it a very good company for me,i had good time at l t and good seniors helpful colleagues
7094,Construction Manager,CHENNAI,,Construction Engineering Department,2 Jun 2021,5.0,4.0,5.0,5.0,5.0,4.0,5.0,nothing,l t financial services is big national company and very good culture
7095,Microfinance,Bihar West Champaran,,,9 Mar 2021,4.0,4.0,5.0,4.0,4.0,4.0,3.0,,job security
7096,Manager,Vadodara,,,4 Aug 2021,5.0,3.0,5.0,2.0,4.0,3.0,3.0,no flexible working hours,we can show my performance
7097,Construction Manager Instrumentation,Western India,,Construction Engineering Department,0 Apr 2021,5.0,4.0,5.0,4.0,4.0,4.0,4.0,salary structure,good culture and people
7098,Intern,Mumbai,,Legal Department,1 Dec 2021,5.0,5.0,4.0,4.0,5.0,5.0,3.0,this is my first job i enjoyed working in this company i worked in this company for 15 months with honesty i am glad i worked in such a best brand company and i proud filled work time in l t company,not good to work in client location
7099,Front Line Sales Officer,Latehar,,FLO Department,2 Apr 2021,4.0,5.0,4.0,4.0,5.0,5.0,4.0,treating of employees working in client location,good work environment and teammates suppurative and management is transparent
7102,Electrical Site Engineer,Uttar Pradesh,Full Time,Construction Engineering Department,2 Dec 2021,4.0,5.0,5.0,5.0,5.0,5.0,5.0,very very good working at l t,all good no dislike working at l t
7103,Hr Associate,Mumbai,,,8 Jul 2021,4.0,4.0,4.0,3.0,4.0,5.0,4.0,culture and discipline,work culture management
7104,Trainee Engineer,Vadodara,,Vmc Department,3 Jul 2021,5.0,4.0,4.0,4.0,5.0,5.0,5.0,politics,it changes from project to project not everyone will have same experiences
7105,Sap Basis Administrator,Navi Mumbai,,,9 May 2021,4.0,3.0,4.0,4.0,4.0,3.0,3.0,good,good company
7106,'fire 'safety Officer',Chennai,,Kochi Department,4 Mar 2020,3.0,3.0,3.0,5.0,4.0,4.0,5.0,i love this company i m so happy with this company,happy
7107,Store Incharge,Chennai,,Engineering & Construction Department,1 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,job security,balance between personal and professional life work tidings and holidays
7108,Assistant Planning Manager,Dholera,,Construction Engineering Department,2 Apr 2021,4.0,2.0,4.0,4.0,5.0,3.0,5.0,very good company job mild to am area,good
7109,Service Technician,Dehli,,"Operations, Maintenance & Support Department",3 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,security,gas
7110,Nice,Cyber Gateway,,IT Security Department,1 Aug 2021,1.0,3.0,4.0,2.0,3.0,3.0,4.0,equal opportunity,strict rules like dress code etc
7112,Construction Manager,Mumbai,Full Time,Construction Engineering Department,9 May 2021,3.0,1.0,5.0,3.0,5.0,5.0,3.0,opportunity to learn,work tidings are terrible
7113,Assistant Manager Hse,Chennai,,HSE Department,0 Jul 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,safety culture is perfect,nothing
7114,Sales Executive,Nagpur,,,1 Apr 2021,5.0,5.0,5.0,4.0,5.0,5.0,5.0,everything is fine,except for the compensation as compared to competition which is slightly less on my opinion
7115,System Engineer,Mysore,,IT Network Department,6 Jul 2021,5.0,4.0,5.0,5.0,4.0,4.0,4.0,training,nothing
7116,Sr. Engineer Sales And Marketing,Surat,,BD / Pre Sales Department,8 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,knowledge gain,best company
7117,Machine Operator,Mumbai,,"Operations, Maintenance & Support Department",1 Jun 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,very good,large tour is a imagine biggest brand of technical based and employee supports but something going on due to civil 19
7118,Qa Qc Engineer,Chennai Ramapuram,,Construction Engineering Department,7 Oct 2020,3.0,2.0,4.0,4.0,2.0,3.0,3.0,some part of paper regulations including graph system also there means how much employee suitable point of rating it s very terrible to employee,it is a good experience working in here
7119,Designer,Mumbai,,Engineering & Manufacturing Department,9 Aug 2021,4.0,3.0,3.0,4.0,5.0,4.0,5.0,not too much,consistent growth
7120,Assistant Manager,"Chennai, Tamil Nadu",,Construction Engineering Department,4 May 2022,5.0,4.0,5.0,3.0,5.0,5.0,4.0,peaks to be improved,good company opportunities will be provided if you are able to do it
7122,Intern,Vadodara,Intern,Technology services Department,7 Mar 2021,5.0,5.0,5.0,4.0,4.0,5.0,5.0,company culture team mates were suppurative good company policy,company is good
7123,Branch Manager,Koderma,Full Time,,2 Jun 2019,5.0,3.0,5.0,2.0,3.0,2.0,2.0,term and policy and miss communication,overall experience is good
7124,Accounts Executive,Chennai,Full Time,Accounting & Taxation Department,8 Apr 2021,5.0,4.0,5.0,5.0,5.0,5.0,3.0,they not recruit on direct patrol also not have any specific time for on roll,perfect management of work process
7125,Qa Qc Engineer,Ankleswar,Full Time,Quality Control Department,3 Apr 2021,5.0,4.0,4.0,4.0,4.0,5.0,5.0,nothing,i m shameless to tell the truth their is a egotism which state u belongs you simple
7126,Mechanical Shift Incharge,Mumbai,,"Operations, Maintenance & Support Department",9 Apr 2022,3.0,1.0,4.0,4.0,4.0,1.0,2.0,career growth is slow for me,work environment
7127,Assistant Manager Instrumentation,Vadodara,,Engineering & Manufacturing Department,3 Jun 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,slow career growth,job security with decent pay
7128,Administration Executive,Visakhapatnam,,Administration Department,8 Mar 2021,4.0,3.0,3.0,3.0,4.0,4.0,3.0,politics and performance linked reward per system,ok place for employment
7129,Management Trainee,Mumbai,,Corporate Affairs Department,4 Jul 2023,4.0,3.0,4.0,3.0,4.0,3.0,3.0,training program need to be improved,freedom and friendly work culture
7130,Project Coordinator Civil,Bengaluru/Bangalore,,Construction Engineering Department,9 Oct 2021,4.0,4.0,5.0,3.0,5.0,4.0,5.0,no comments,work environment is very distressful but people are good
7132,Design And Drafting Engineer,Vadodara,Full Time,,9 Jan 2021,4.0,3.0,3.0,3.0,5.0,4.0,3.0,l t to is growing year by year take cares of employees good learning environment job is secure if you perform well pay is average but good as per market,not a company for freshness
7133,Junior Supervisor,Durgapur,Full Time,,0 Apr 2021,4.0,5.0,5.0,5.0,5.0,5.0,5.0,full filling job security 100,good place to work
7134,Production,Chennai,,Construction Engineering Department,3 Jun 2021,4.0,3.0,4.0,3.0,4.0,3.0,4.0,simply good,nothing
7135,Qa Qc Supervisor,Gurgaon,,Production & Manufacturing Department,5 Aug 2020,3.0,3.0,4.0,5.0,5.0,4.0,3.0,the entire team of mine is very helpful to me the environment culture is good in the whole anaemic the company was stand with us and gives full salary also the main point is job security the company helps us n our family,i am disappointed with the leave policy of company the working hour is sharply 12 his which is very ridiculous to me otherwise all facilities are very nice and well defined
7136,Quality Manager,Qatar,,Production & Manufacturing Department,9 Apr 2021,4.0,3.0,5.0,4.0,5.0,4.0,5.0,independence in your work role,limited work life balance
7137,Qc Inspector,Gujrat,,Production & Manufacturing Department,9 Aug 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,good work environment and culture,no any dislike
7138,Store Officer,Mumbai,,,9 Dec 2020,2.0,2.0,3.0,3.0,1.0,2.0,2.0,no doubt l t is one of the top most construction company but there is no career growth boy of rating system for employee bear rules which is too much horrible also there is no sunday off at project site which is too much horrible,good work environment and culture
7139,Site Engineer,Chennai,,Construction Engineering Department,9 Oct 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,there is a lot of politics,the best company to work
7140,Assistant Manager- Planning& Digitization,Bangalore,,Construction Engineering Department,3 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,nothing as such,company policies are good good work environment
7142,Civil Engineer,Mumbai,Full Time,Construction Engineering Department,4 Sep 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,good work and good experience,very high compensation and benefits good carrier growth and opportunities good job security company culture are very excellent
7143,Diploma Mechanical Engineer,Mumbai,Full Time,Mechanical Design Department,3 Feb 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,there is a bond of 2 years before which you can not resign on the job training is not given to new joining,best compensation in market and lifetime job security
7144,Executive - Industrial Relations,Chennai,,Accounting & Taxation Department,0 Nov 2021,2.0,1.0,4.0,5.0,5.0,1.0,1.0,has to go through zero worklife balance i e you will never have a life outside and inside organization it will be like living through nightmare because of favoritism politics and zero culture even have to listen to fuss words involving your parents and though appears like they have system for everything none of the systems work if you raise a complaint to even your he his will try to settle down the issue like a mediator but never will a complaint be accepted and recorded and you would be narrated for raising the complaint want a life leave this company but if you don t bother about above issues then it is a best place to learn read more,job security
7145,Senior Quality Analyst,Bangalore,,Quality Assurance and Testing Department,6 Jun 2021,2.0,4.0,1.0,3.0,4.0,1.0,2.0,not employee friendly no work life balance,its multinational only that s it
